id,created_at,user_country,age,campaign_source,device,budget_created_at,autosave_created_at,subscription_created_at
1090492,18/03/2019,GB,20,Influencer,messenger,,,
1116202,27/03/2019,GB,24,Facebook Ads: General,messenger,,,
1378095,16/06/2019,GB,21,Influencer,ios,16/09/2019,26/12/2019,
1207130,24/04/2019,GB,20,Influencer,ios,15/06/2019,,
938504,28/01/2019,GB,32,Facebook Ads: General,messenger,28/01/2019,,
1080356,15/03/2019,GB,25,Friend Referral,ios,15/03/2019,,
1099300,21/03/2019,GB,59,Influencer,messenger,22/03/2019,04/04/2019,
1202032,23/04/2019,GB,21,Influencer,android,23/04/2019,25/04/2019,
930793,26/01/2019,GB,28,Influencer,messenger,26/01/2019,,
930640,26/01/2019,GB,34,Influencer,messenger,26/01/2019,21/03/2019,
1072304,13/03/2019,GB,25,Influencer,messenger,13/03/2019,04/04/2019,
1733902,29/07/2019,GB,20,Influencer,ios,30/07/2019,,
924348,24/01/2019,GB,26,Facebook Ads: General,messenger,28/01/2019,,
980800,13/02/2019,GB,20,Facebook Ads: General,messenger,13/02/2019,,
1836117,11/08/2019,GB,25,Influencer,ios,10/09/2019,,
1950823,31/08/2019,US,34,Influencer,android,04/09/2019,,
1134321,02/04/2019,GB,23,Influencer,android,02/04/2019,04/04/2019,
859700,02/01/2019,GB,32,Influencer,messenger,02/01/2019,17/01/2019,15/01/2019
872887,07/01/2019,GB,20,Friend Referral,messenger,07/01/2019,,01/02/2019
875958,08/01/2019,GB,56,Influencer,messenger,,,01/02/2019
896773,15/01/2019,GB,21,Influencer,messenger,26/01/2019,,16/01/2019
896791,15/01/2019,GB,20,Facebook Ads: General,messenger,08/02/2019,14/02/2019,19/06/2019
900140,16/01/2019,GB,52,Friend Referral,messenger,16/01/2019,,16/01/2019
917813,22/01/2019,GB,31,Influencer,messenger,,11/04/2019,22/01/2019
925529,24/01/2019,US,29,Influencer,messenger,24/01/2019,,24/01/2019
925626,24/01/2019,GB,21,Friend Referral,ios,,,28/01/2019
929686,25/01/2019,GB,20,Friend Referral,messenger,,,26/01/2019
935427,27/01/2019,GB,24,Influencer,messenger,,,28/01/2019
941090,29/01/2019,GB,24,Friend Referral,ios,20/03/2019,,29/01/2019
946874,30/01/2019,US,24,Facebook Ads: Overdraft Fees,messenger,30/01/2019,,21/02/2019
948177,31/01/2019,GB,41,Influencer,messenger,,,31/01/2019
951674,02/02/2019,GB,27,Influencer,messenger,,,02/02/2019
956591,05/02/2019,GB,31,Friend Referral,messenger,,,05/02/2019
977669,12/02/2019,GB,33,Influencer,messenger,12/02/2019,,12/04/2019
982616,13/02/2019,US,30,Influencer,messenger,13/02/2019,02/05/2019,17/04/2019
988332,14/02/2019,US,34,Facebook Ads: Overdraft Fees,messenger,,,15/02/2019
990933,15/02/2019,US,26,Facebook Ads: Overdraft Fees,android,15/02/2019,,23/02/2019
991561,15/02/2019,US,35,Facebook Ads: Overdraft Fees,messenger,,22/03/2019,20/02/2019
996335,17/02/2019,US,31,Facebook Ads: Overdraft Fees,messenger,17/02/2019,,03/03/2019
1003776,19/02/2019,US,37,Influencer,android,27/03/2019,,02/10/2019
1005728,19/02/2019,US,25,Facebook Ads: Overdraft Fees,messenger,20/02/2019,,19/02/2019
1007077,20/02/2019,US,31,Influencer,ios,,30/05/2019,29/05/2019
1020737,25/02/2019,US,50,Facebook Ads: Overdraft Fees,messenger,,,30/05/2019
1025421,26/02/2019,US,28,Influencer,ios,13/03/2019,,26/03/2019
1027969,27/02/2019,US,34,Influencer,android,27/02/2019,,27/02/2019
1029849,27/02/2019,US,33,Facebook Ads: Overdraft Fees,messenger,,,12/07/2019
1030893,28/02/2019,US,27,Facebook Ads: Overdraft Fees,messenger,08/04/2019,,08/04/2019
1031407,28/02/2019,US,40,Facebook Ads: Overdraft Fees,messenger,,,27/03/2019
1037779,02/03/2019,US,25,Influencer,ios,,,28/04/2019
1038022,02/03/2019,US,27,Facebook Ads: Overdraft Fees,messenger,,,08/05/2019
1046900,05/03/2019,US,40,Facebook Ads: Overdraft Fees,android,04/11/2019,,03/11/2019
1048428,05/03/2019,US,34,Influencer,ios,12/03/2019,,12/03/2019
1048939,06/03/2019,US,35,Facebook Ads: Overdraft Fees,messenger,,,06/03/2019
1053927,07/03/2019,GB,23,Facebook Ads: Overdraft Fees,messenger,,,06/04/2019
1054223,07/03/2019,GB,33,Facebook Ads: Overdraft Fees,messenger,15/03/2019,,27/10/2019
1056647,08/03/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,08/03/2019,,02/04/2019
1066130,11/03/2019,US,42,Facebook Ads: Overdraft Fees,messenger,,,21/03/2019
1068232,12/03/2019,US,37,Influencer,messenger,12/03/2019,,02/04/2019
1068794,12/03/2019,US,31,Influencer,android,12/03/2019,,12/03/2019
1071528,13/03/2019,US,32,Facebook Ads: Overdraft Fees,messenger,,,30/03/2019
1073277,14/03/2019,US,35,Facebook Ads: Overdraft Fees,ios,,,03/09/2019
1083428,16/03/2019,GB,25,Influencer,ios,,,02/07/2019
1088109,18/03/2019,US,27,Influencer,messenger,,,23/07/2019
1089798,18/03/2019,US,22,Influencer,messenger,19/03/2019,,25/05/2019
1092016,19/03/2019,US,35,Influencer,ios,09/04/2019,19/04/2019,18/04/2019
1094998,20/03/2019,GB,36,Influencer,messenger,27/03/2019,,21/03/2019
1107350,24/03/2019,US,30,Facebook Ads: Overdraft Fees,messenger,,,24/04/2019
1109071,25/03/2019,US,25,Influencer,ios,,,27/04/2019
1109200,25/03/2019,US,20,Facebook Ads: Overdraft Fees,messenger,,,09/07/2019
1110565,25/03/2019,US,34,Facebook Ads: Overdraft Fees,messenger,,,25/03/2019
1111576,26/03/2019,US,29,Influencer,android,,,03/08/2019
1112308,26/03/2019,US,21,Influencer,ios,26/03/2019,,26/03/2019
1116415,27/03/2019,US,28,Facebook Ads: Overdraft Fees,messenger,,,02/04/2019
1121653,29/03/2019,US,29,Facebook Ads: Overdraft Fees,messenger,,,18/06/2019
1123419,29/03/2019,US,49,Influencer,messenger,13/04/2019,,24/05/2019
1124470,29/03/2019,US,37,Facebook Ads: Overdraft Fees,messenger,29/03/2019,,07/04/2019
1125075,30/03/2019,US,37,Facebook Ads: Overdraft Fees,messenger,30/03/2019,,15/04/2019
1125236,30/03/2019,US,31,Influencer,ios,05/04/2019,,14/04/2019
1134647,02/04/2019,US,45,Influencer,android,02/04/2019,,05/04/2019
1138471,03/04/2019,US,36,Facebook Ads: Overdraft Fees,messenger,,,05/05/2019
1140991,05/04/2019,US,35,Facebook Ads: Overdraft Fees,messenger,,,05/04/2019
1142485,05/04/2019,US,39,Influencer,android,,,03/05/2019
1143934,06/04/2019,US,25,Influencer,ios,,,06/04/2019
1144142,06/04/2019,US,35,Facebook Ads: Overdraft Fees,android,20/04/2019,,15/05/2019
1145122,06/04/2019,US,26,Influencer,ios,,,01/08/2019
1146339,07/04/2019,US,39,Influencer,ios,07/04/2019,,08/04/2019
1148504,07/04/2019,US,28,Facebook Ads: Overdraft Fees,ios,07/04/2019,,07/04/2019
1153858,09/04/2019,US,39,Facebook Ads: Overdraft Fees,android,19/08/2019,,01/08/2019
1157525,10/04/2019,GB,51,Facebook Ads: General,android,10/04/2019,,10/04/2019
1161532,12/04/2019,GB,29,Facebook Ads: Overdraft Fees,messenger,12/04/2019,,12/04/2019
1165649,13/04/2019,US,24,Facebook Ads: Overdraft Fees,ios,,,21/06/2019
1177009,17/04/2019,US,33,Facebook Ads: Overdraft Fees,messenger,17/04/2019,,09/05/2019
1193149,21/04/2019,GB,26,Facebook Ads: Overdraft Fees,messenger,26/04/2019,,26/04/2019
1193292,21/04/2019,GB,26,Influencer,ios,,,19/06/2019
1205408,24/04/2019,GB,34,Facebook Ads: Overdraft Fees,messenger,,,25/06/2019
1205446,24/04/2019,GB,25,Facebook Ads: Overdraft Fees,messenger,,,29/06/2019
1220334,29/04/2019,US,35,Influencer,ios,29/04/2019,29/08/2019,31/05/2019
1221089,29/04/2019,GB,20,Friend Referral,messenger,,,29/04/2019
1224372,30/04/2019,US,31,Facebook Ads: Overdraft Fees,messenger,30/04/2019,,07/06/2019
1231084,03/05/2019,US,25,Facebook Ads: Overdraft Fees,messenger,,,14/05/2019
1235832,05/05/2019,US,36,Facebook Ads: Overdraft Fees,android,,,14/05/2019
1236876,05/05/2019,US,44,Influencer,android,05/05/2019,,16/05/2019
1241480,07/05/2019,US,24,Influencer,ios,,,06/08/2019
1291995,24/05/2019,US,30,Influencer,messenger,24/05/2019,,02/07/2019
1297105,26/05/2019,US,32,Facebook Ads: Overdraft Fees,ios,23/06/2019,,06/07/2019
1302383,28/05/2019,US,33,Facebook Ads: Overdraft Fees,messenger,28/05/2019,,04/06/2019
1303012,28/05/2019,US,24,Influencer,ios,,,26/06/2019
1308728,29/05/2019,US,33,Facebook Ads: Overdraft Fees,messenger,,,29/05/2019
1308989,29/05/2019,US,30,Facebook Ads: Overdraft Fees,messenger,22/08/2019,,04/07/2019
1317559,31/05/2019,US,25,Influencer,ios,,,31/08/2019
1329765,04/06/2019,US,31,Influencer,ios,,,15/09/2019
1332043,05/06/2019,US,41,Facebook Ads: General,ios,,,15/07/2019
1333594,05/06/2019,US,31,Influencer,ios,,,08/06/2019
1679660,22/07/2019,GB,25,Influencer,ios,22/07/2019,,
873859,07/01/2019,GB,21,Facebook Ads: General,messenger,29/01/2019,,
1012710,22/02/2019,GB,27,Facebook Ads: General,messenger,09/03/2019,,
1439055,23/06/2019,GB,24,Influencer,android,,,
1767140,02/08/2019,GB,20,Influencer,ios,,,
960783,06/02/2019,GB,22,Friend Referral,messenger,,28/03/2019,
991435,15/02/2019,GB,32,Influencer,messenger,,04/04/2019,
922435,23/01/2019,GB,20,Influencer,messenger,,,
908339,19/01/2019,GB,21,Influencer,messenger,,,
1046840,05/03/2019,GB,20,Friend Referral,messenger,,,
1070522,12/03/2019,GB,20,Friend Referral,messenger,,,
1068864,12/03/2019,GB,22,Friend Referral,messenger,,,
1912307,24/08/2019,GB,20,Friend Referral,messenger,,,
944876,30/01/2019,GB,22,Friend Referral,messenger,,,
1229071,02/05/2019,GB,21,Friend Referral,messenger,,,
901163,16/01/2019,GB,24,Influencer,messenger,,,
1502065,29/06/2019,GB,29,Influencer,messenger,,,
945070,30/01/2019,GB,20,Friend Referral,messenger,,,
1374218,16/06/2019,GB,21,Influencer,messenger,,,
1196984,22/04/2019,GB,20,Friend Referral,messenger,,,
1060258,09/03/2019,GB,22,Friend Referral,messenger,,,
936970,28/01/2019,GB,36,Facebook Ads: General,messenger,11/03/2019,,
1714215,26/07/2019,GB,19,Influencer,ios,26/07/2019,,
904513,17/01/2019,GB,31,Facebook Ads: General,messenger,17/01/2019,,
1057151,08/03/2019,GB,23,Facebook Ads: Overdraft Fees,messenger,08/03/2019,,
1740320,30/07/2019,GB,19,Influencer,ios,31/07/2019,,
882839,10/01/2019,GB,19,Facebook Ads: General,messenger,10/01/2019,,
1152599,09/04/2019,GB,25,Facebook Ads: General,messenger,09/04/2019,,
1451738,24/06/2019,GB,19,Influencer,android,24/06/2019,03/10/2019,
931562,26/01/2019,GB,26,Friend Referral,messenger,23/04/2019,,
857978,01/01/2019,GB,32,Influencer,messenger,01/01/2019,,
1032600,28/02/2019,GB,26,Facebook Ads: General,messenger,28/02/2019,,
1200015,23/04/2019,GB,29,Facebook Ads: General,messenger,23/04/2019,,
873153,07/01/2019,GB,26,Influencer,android,07/01/2019,18/07/2019,
945268,30/01/2019,GB,29,Influencer,messenger,30/01/2019,,
966710,09/02/2019,GB,24,Facebook Ads: General,ios,09/02/2019,,
1056968,08/03/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,08/03/2019,,
1065151,11/03/2019,GB,34,Influencer,android,,,
1080689,15/03/2019,GB,26,Influencer,ios,,,
1150234,08/04/2019,GB,20,Friend Referral,ios,,,
1150338,08/04/2019,GB,22,Influencer,ios,,,
1369522,15/06/2019,GB,20,Influencer,ios,,,
1376662,16/06/2019,GB,20,Influencer,android,,,
1378885,16/06/2019,GB,21,Influencer,ios,,,
1413809,20/06/2019,GB,35,Influencer,ios,,,
1688177,23/07/2019,GB,20,Influencer,ios,,,
988402,14/02/2019,GB,28,Friend Referral,messenger,,,
1007887,20/02/2019,GB,21,Facebook Ads: General,messenger,,,
1247399,10/05/2019,GB,35,Influencer,messenger,,,
1215360,27/04/2019,GB,24,Influencer,messenger,,,
951604,02/02/2019,GB,25,Friend Referral,messenger,,,
922111,23/01/2019,GB,20,Friend Referral,messenger,,,
1064338,10/03/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,,,
1799866,06/08/2019,GB,21,Influencer,messenger,,,
1142794,05/04/2019,GB,22,Friend Referral,messenger,,,
1150099,08/04/2019,GB,32,Influencer,messenger,,,
1294776,25/05/2019,GB,19,Friend Referral,messenger,,,
965887,08/02/2019,GB,24,Friend Referral,messenger,,,
945253,30/01/2019,GB,19,Influencer,ios,30/01/2019,,
1153878,09/04/2019,GB,39,Facebook Ads: Overdraft Fees,messenger,09/04/2019,,
1100109,21/03/2019,GB,33,Influencer,messenger,21/03/2019,,
1056403,08/03/2019,GB,23,Influencer,messenger,08/03/2019,,
1074208,14/03/2019,GB,27,Facebook Ads: General,messenger,15/04/2019,,
1134683,02/04/2019,GB,23,Friend Referral,messenger,02/04/2019,,
946769,30/01/2019,GB,31,Influencer,messenger,30/01/2019,,
1062600,10/03/2019,GB,21,Influencer,ios,12/03/2019,,
1062794,10/03/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,10/03/2019,,
916426,22/01/2019,GB,22,Facebook Ads: General,messenger,17/04/2019,,
906953,18/01/2019,GB,32,Facebook Ads: General,messenger,18/01/2019,,
873671,07/01/2019,GB,25,Influencer,messenger,07/01/2019,10/01/2019,
969554,10/02/2019,GB,24,Influencer,messenger,10/02/2019,,
986834,14/02/2019,GB,22,Facebook Ads: General,messenger,15/02/2019,,
1012569,22/02/2019,GB,20,Friend Referral,ios,22/02/2019,,
946599,30/01/2019,GB,22,Friend Referral,messenger,19/04/2019,,
917081,22/01/2019,GB,22,Facebook Ads: General,messenger,06/02/2019,,
1067722,12/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,28/03/2019,,
1021373,25/02/2019,GB,23,Influencer,messenger,25/02/2019,,
1039671,03/03/2019,GB,21,Influencer,messenger,03/03/2019,,
1054344,07/03/2019,GB,31,Facebook Ads: Overdraft Fees,messenger,09/04/2019,,
1184535,19/04/2019,GB,26,Influencer,ios,19/04/2019,,
1191305,21/04/2019,GB,22,Friend Referral,ios,,,
1374227,16/06/2019,GB,22,Influencer,ios,,,
1497133,28/06/2019,US,24,Influencer,ios,,,
1519182,02/07/2019,GB,19,Friend Referral,android,,,
1627126,14/07/2019,GB,19,Influencer,ios,,,
1644666,17/07/2019,GB,20,Influencer,ios,,,
1024086,26/02/2019,GB,50,Friend Referral,messenger,,,
1559070,06/07/2019,GB,20,Friend Referral,messenger,,,
954437,04/02/2019,GB,23,Friend Referral,messenger,,,
970126,10/02/2019,GB,24,Friend Referral,messenger,,,
869336,06/01/2019,GB,19,Facebook Ads: General,messenger,,,
1525885,03/07/2019,GB,24,Friend Referral,messenger,,,
1010944,21/02/2019,GB,20,Friend Referral,messenger,,,
910995,20/01/2019,GB,37,Influencer,messenger,20/01/2019,,
970104,10/02/2019,GB,26,Influencer,messenger,10/02/2019,,
971021,10/02/2019,GB,21,Influencer,messenger,11/02/2019,,
993179,16/02/2019,GB,30,Influencer,messenger,16/02/2019,,
1646780,17/07/2019,GB,41,Friend Referral,messenger,24/07/2019,,
897917,15/01/2019,GB,30,Friend Referral,messenger,12/02/2019,,
1137399,03/04/2019,GB,32,Influencer,messenger,03/04/2019,,
861876,03/01/2019,US,46,Influencer,ios,27/05/2019,,07/06/2019
869811,06/01/2019,US,31,Facebook Ads: General,messenger,04/06/2019,,29/05/2019
893509,14/01/2019,GB,23,Influencer,messenger,18/01/2019,,17/01/2019
900660,16/01/2019,GB,40,Influencer,messenger,,,16/01/2019
904442,17/01/2019,GB,23,Influencer,messenger,30/01/2019,,17/01/2019
914859,21/01/2019,GB,31,Influencer,ios,21/01/2019,,21/01/2019
927271,25/01/2019,US,20,Facebook Ads: Overdraft Fees,messenger,10/02/2019,,27/03/2019
935067,27/01/2019,GB,25,Friend Referral,messenger,,,27/01/2019
935946,28/01/2019,GB,24,Friend Referral,messenger,,,20/02/2019
937010,28/01/2019,GB,31,Friend Referral,messenger,,,28/01/2019
940055,29/01/2019,US,30,Influencer,android,,,25/10/2019
974618,11/02/2019,US,29,Friend Referral,messenger,,,01/03/2019
979196,13/02/2019,US,30,Facebook Ads: General,messenger,13/02/2019,,13/02/2019
981212,13/02/2019,US,29,Facebook Ads: Overdraft Fees,messenger,,,13/02/2019
985942,14/02/2019,US,21,Facebook Ads: Overdraft Fees,messenger,,,14/02/2019
987278,14/02/2019,US,33,Facebook Ads: Overdraft Fees,ios,14/02/2019,,16/02/2019
989181,15/02/2019,US,29,Facebook Ads: General,ios,15/02/2019,,19/02/2019
992409,16/02/2019,US,23,Facebook Ads: Overdraft Fees,messenger,16/02/2019,,16/02/2019
994032,16/02/2019,GB,23,Influencer,ios,,,16/02/2019
995989,16/02/2019,US,32,Influencer,messenger,,,01/03/2019
995998,16/02/2019,US,29,Influencer,ios,,,28/09/2019
998637,17/02/2019,US,35,Influencer,android,17/02/2019,,17/02/2019
1000804,18/02/2019,US,33,Facebook Ads: Overdraft Fees,messenger,,,08/08/2019
1010063,21/02/2019,GB,27,Influencer,messenger,,,21/02/2019
1013951,23/02/2019,US,35,Facebook Ads: Overdraft Fees,messenger,23/02/2019,,23/02/2019
1015529,23/02/2019,US,33,Influencer,android,,,23/02/2019
1018170,24/02/2019,US,24,Influencer,ios,27/06/2019,,28/06/2019
1018651,24/02/2019,US,26,Facebook Ads: Overdraft Fees,messenger,,,25/02/2019
1020484,25/02/2019,US,30,Influencer,messenger,,,28/03/2019
1025168,26/02/2019,US,28,Influencer,ios,,,05/04/2019
1028798,27/02/2019,US,21,Facebook Ads: Overdraft Fees,messenger,27/02/2019,,11/05/2019
1050896,06/03/2019,US,30,Influencer,ios,06/03/2019,,20/03/2019
1059615,09/03/2019,GB,25,Influencer,messenger,09/03/2019,,09/03/2019
1060532,09/03/2019,US,21,Facebook Ads: Overdraft Fees,android,11/03/2019,,12/04/2019
1076595,14/03/2019,US,33,Influencer,android,24/05/2019,,17/06/2019
1090556,18/03/2019,US,33,Facebook Ads: General,messenger,20/03/2019,03/10/2019,06/04/2019
1091983,19/03/2019,GB,21,Influencer,messenger,,,01/04/2019
1102285,22/03/2019,US,28,Facebook Ads: Overdraft Fees,messenger,,,18/05/2019
1103913,23/03/2019,US,26,Facebook Ads: Overdraft Fees,messenger,,,13/06/2019
1104445,23/03/2019,GB,24,Influencer,android,25/03/2019,,26/08/2019
1106100,23/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,03/04/2019,,15/05/2019
1107765,24/03/2019,US,30,Facebook Ads: Overdraft Fees,messenger,24/03/2019,,13/04/2019
1115146,27/03/2019,US,31,Facebook Ads: Overdraft Fees,android,04/07/2019,23/05/2019,27/03/2019
1116995,27/03/2019,US,23,Influencer,messenger,27/03/2019,,29/05/2019
1124887,29/03/2019,US,37,Influencer,messenger,09/04/2019,,10/04/2019
1126545,30/03/2019,US,27,Influencer,messenger,,,30/03/2019
1126670,30/03/2019,US,39,Facebook Ads: Overdraft Fees,messenger,,,17/04/2019
1126716,30/03/2019,US,31,Facebook Ads: Overdraft Fees,messenger,30/03/2019,,27/09/2019
1131438,01/04/2019,US,44,Influencer,messenger,,,12/05/2019
1132103,01/04/2019,US,25,Facebook Ads: Overdraft Fees,ios,21/06/2019,,28/06/2019
1134248,02/04/2019,US,36,Facebook Ads: Overdraft Fees,messenger,02/04/2019,,02/04/2019
1134592,02/04/2019,US,23,Facebook Ads: Overdraft Fees,ios,,,20/04/2019
1135536,02/04/2019,GB,21,Influencer,ios,02/04/2019,,19/08/2019
1135793,02/04/2019,US,25,Influencer,ios,,,16/04/2019
1141190,05/04/2019,US,30,Influencer,ios,,,08/08/2019
1143101,05/04/2019,US,28,Influencer,android,18/04/2019,,28/05/2019
1143571,06/04/2019,US,42,Influencer,android,,,06/04/2019
1146256,07/04/2019,US,45,Facebook Ads: Overdraft Fees,android,07/04/2019,,19/04/2019
1147151,07/04/2019,US,30,Facebook Ads: Overdraft Fees,messenger,,,20/05/2019
1149268,08/04/2019,US,42,Influencer,android,08/04/2019,09/05/2019,08/04/2019
1155909,10/04/2019,US,46,Facebook Ads: Overdraft Fees,messenger,,,18/05/2019
1162970,12/04/2019,US,30,Facebook Ads: Overdraft Fees,messenger,12/04/2019,,17/05/2019
1165279,13/04/2019,US,40,Facebook Ads: Overdraft Fees,messenger,,,20/04/2019
1176695,17/04/2019,US,27,Facebook Ads: Overdraft Fees,messenger,,,06/06/2019
1178865,17/04/2019,US,41,Influencer,ios,18/04/2019,27/09/2019,16/05/2019
1180769,18/04/2019,GB,44,Influencer,ios,18/04/2019,,31/10/2019
1182080,18/04/2019,GB,19,Friend Referral,messenger,18/04/2019,09/05/2019,18/04/2019
1187601,20/04/2019,US,27,Facebook Ads: General,messenger,20/04/2019,,23/05/2019
1210155,25/04/2019,US,25,Facebook Ads: General,ios,25/04/2019,,16/05/2019
1211558,26/04/2019,GB,37,Friend Referral,messenger,,,26/04/2019
1213963,27/04/2019,US,42,Facebook Ads: Overdraft Fees,ios,,,03/05/2019
1214108,27/04/2019,US,29,Friend Referral,android,09/08/2019,,26/07/2019
1217960,28/04/2019,US,32,Influencer,ios,25/07/2019,,25/07/2019
1218240,28/04/2019,US,24,Influencer,ios,,,12/05/2019
1231432,03/05/2019,US,24,Influencer,messenger,,,15/05/2019
1232611,03/05/2019,US,29,Influencer,ios,,,29/06/2019
1233143,04/05/2019,US,32,Facebook Ads: Overdraft Fees,ios,,,07/05/2019
1242114,07/05/2019,US,29,Influencer,ios,,,05/06/2019
1252422,12/05/2019,US,27,Facebook Ads: Overdraft Fees,messenger,,,07/06/2019
1267899,16/05/2019,US,54,Friend Referral,messenger,22/05/2019,,16/05/2019
1281645,21/05/2019,US,30,Facebook Ads: Overdraft Fees,messenger,21/05/2019,,18/06/2019
1290267,24/05/2019,US,22,Influencer,ios,24/05/2019,,02/07/2019
1290862,24/05/2019,US,24,Influencer,ios,24/05/2019,,22/07/2019
1293501,25/05/2019,US,29,Influencer,ios,25/05/2019,,03/07/2019
1293815,25/05/2019,US,46,Influencer,ios,,,18/06/2019
1294513,25/05/2019,US,28,Influencer,ios,,,17/06/2019
1308231,29/05/2019,US,38,Influencer,messenger,,,01/08/2019
1311575,30/05/2019,US,30,Facebook Ads: Overdraft Fees,android,03/09/2019,,23/08/2019
1321678,02/06/2019,US,27,Influencer,ios,,,13/06/2019
1327073,03/06/2019,US,25,Facebook Ads: Overdraft Fees,messenger,,,03/07/2019
1331279,04/06/2019,US,22,Influencer,android,06/06/2019,,14/06/2019
1339841,07/06/2019,US,41,Influencer,ios,10/06/2019,,11/06/2019
1341470,08/06/2019,US,20,Influencer,ios,,,19/06/2019
1349209,11/06/2019,US,30,Influencer,ios,,,20/06/2019
1356456,13/06/2019,US,35,Influencer,messenger,13/06/2019,,20/06/2019
1362237,14/06/2019,US,42,Facebook Ads: Overdraft Fees,android,,03/10/2019,20/07/2019
1363566,14/06/2019,US,30,Influencer,android,,,21/06/2019
1386368,17/06/2019,US,27,Facebook Ads: Overdraft Fees,ios,,,22/08/2019
1234370,04/05/2019,GB,21,Friend Referral,messenger,23/06/2019,,
969719,10/02/2019,US,24,Facebook Ads: Overdraft Fees,messenger,12/02/2019,,
1012489,22/02/2019,US,20,Influencer,messenger,22/02/2019,,
948071,31/01/2019,GB,34,Facebook Ads: General,messenger,31/01/2019,,
1058780,09/03/2019,GB,26,Facebook Ads: Overdraft Fees,messenger,10/03/2019,,
1122889,29/03/2019,GB,20,Influencer,ios,29/03/2019,,
1370813,15/06/2019,GB,20,Influencer,ios,15/06/2019,,
865194,04/01/2019,GB,34,Facebook Ads: General,messenger,04/01/2019,,
903308,17/01/2019,GB,20,Influencer,messenger,20/01/2019,,
1432925,22/06/2019,GB,26,Influencer,ios,04/09/2019,,
1439061,23/06/2019,GB,28,Influencer,android,23/06/2019,,
908329,19/01/2019,GB,38,Facebook Ads: General,ios,19/01/2019,29/08/2019,
1080180,15/03/2019,GB,22,Facebook Ads: General,messenger,16/03/2019,,
1197561,22/04/2019,GB,19,Friend Referral,messenger,22/04/2019,,
1038538,02/03/2019,GB,19,Influencer,ios,13/03/2019,,
868190,05/01/2019,GB,22,Facebook Ads: General,messenger,05/01/2019,,
1625894,14/07/2019,GB,22,Influencer,ios,05/08/2019,,
1308430,29/05/2019,GB,20,Influencer,ios,29/05/2019,,
1211540,26/04/2019,GB,19,Facebook Ads: General,messenger,26/04/2019,,
911310,20/01/2019,GB,27,Friend Referral,ios,,31/01/2019,
956566,05/02/2019,GB,20,Friend Referral,android,,,
1294791,25/05/2019,GB,20,Influencer,ios,,,
1586947,09/07/2019,GB,22,Influencer,android,,,
1018084,24/02/2019,GB,24,Facebook Ads: General,messenger,,,
916198,22/01/2019,GB,23,Facebook Ads: General,messenger,,,
1095551,20/03/2019,GB,31,Friend Referral,messenger,,,
1029700,27/02/2019,GB,20,Friend Referral,messenger,,,
1097614,20/03/2019,GB,41,Friend Referral,messenger,,,
1206813,24/04/2019,GB,27,Influencer,messenger,,,
927676,25/01/2019,GB,40,Influencer,messenger,,,
946586,30/01/2019,GB,20,Friend Referral,messenger,,,
896703,15/01/2019,GB,21,Influencer,messenger,,,
1073313,14/03/2019,GB,23,Influencer,messenger,,,
930188,26/01/2019,GB,26,Influencer,messenger,,,
890200,13/01/2019,GB,20,Influencer,messenger,,,
861332,02/01/2019,GB,20,Facebook Ads: General,messenger,,,
970363,10/02/2019,GB,27,Facebook Ads: General,messenger,,,
925965,24/01/2019,GB,19,Influencer,messenger,,,
1572823,08/07/2019,GB,22,Friend Referral,messenger,,,
925663,24/01/2019,GB,20,Influencer,messenger,,,
987683,14/02/2019,GB,35,Facebook Ads: General,messenger,,,
866176,04/01/2019,GB,21,Facebook Ads: General,messenger,04/01/2019,,
954324,04/02/2019,GB,20,Influencer,messenger,04/02/2019,,
932280,26/01/2019,GB,22,Influencer,messenger,26/01/2019,,
1384320,17/06/2019,GB,20,Influencer,ios,17/06/2019,,
1089187,18/03/2019,GB,26,Influencer,messenger,27/03/2019,,
1053832,07/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,12/03/2019,,
1375743,16/06/2019,GB,20,Influencer,android,16/06/2019,,
962704,07/02/2019,GB,22,Influencer,messenger,07/02/2019,07/03/2019,
937749,28/01/2019,GB,20,Facebook Ads: General,messenger,28/01/2019,,
991405,15/02/2019,GB,22,Influencer,messenger,15/02/2019,,
1473851,26/06/2019,GB,20,Friend Referral,messenger,02/07/2019,,
860896,02/01/2019,GB,36,Influencer,android,02/01/2019,10/01/2019,
955055,04/02/2019,GB,43,Facebook Ads: General,messenger,05/02/2019,07/03/2019,
1021858,25/02/2019,GB,34,Facebook Ads: General,messenger,25/02/2019,,
1200946,23/04/2019,GB,19,Influencer,ios,23/04/2019,25/04/2019,
905900,18/01/2019,GB,27,Influencer,messenger,19/01/2019,,
930984,26/01/2019,GB,24,Friend Referral,ios,,,
1103005,22/03/2019,GB,20,Friend Referral,ios,,,
1139936,04/04/2019,GB,24,Influencer,messenger,,,
1223378,30/04/2019,GB,19,Influencer,ios,,,
1244930,09/05/2019,GB,50,Influencer,ios,,,
1316270,31/05/2019,GB,20,Friend Referral,android,,,
1451414,24/06/2019,GB,20,Influencer,ios,,,
